157,521348,2457554.17608,16,1.00139008,231,521354,2457554.5101,16,1.00139008,231
158,521332,2457553.71578,16,1.00139008,231,521328,2457553.70814,16,1.00139008,231
159,516344,2457535.83333,16,1.00139008,231,516338,2457535.82569,16,1.00139008,231
160,532375,2457624.97416,16,1.00139008,221,532381,2457625.30818,16,1.00139008,221
161,520752,2457548.66667,16,1.00139008,231,520746,2457548.65903,16,1.00139008,231
162,520750,2457548.66667,16,1.00139008,231,520746,2457548.65903,16,1.00139008,231
163,527865,2457598.53611,16,1.00139008,231,527861,2457598.52847,16,1.00139008,231
164,351478,2457218.59514,16,1.00139008,232,350678,2457218.54498,16,2.00278016,232
165,352760,2457234.375,16,2.00278016,232,352754,2457234.36736,16,2.00278016,232
166,366810,2457245.66667,16,1.00139008,232,366806,2457245.65903,16,2.00278016,232
167,368726,2457250.57924,16,1.00139008,232,368722,2457250.5716,16,2.00278016,232
168,368728,2457250.57924,16,2.00278016,232,368722,2457250.5716,16,2.00278016,232
169,352208,2457233.54167,16,1.00139008,232,352204,2457233.53403,16,2.00278016,232
170,351480,2457218.59514,16,1.00139008,232,350678,2457218.54498,16,2.00278016,232
171,352210,2457233.54167,16,2.00278016,232,352204,2457233.53403,16,2.00278016,232
172,366812,2457245.66667,16,1.00139008,232,366806,2457245.65903,16,2.00278016,232
173,352758,2457234.375,16,1.00139008,232,352754,2457234.36736,16,2.00278016,232
174,351840,2457226.375,16,1.00139008,232,351836,2457226.36736,16,2.00278016,232
175,351842,2457226.375,16,2.00278016,232,351836,2457226.36736,16,2.00278016,232
176,346414,2457190.5,16,1.00139008,242,346410,2457190.49236,16,2.00278016,244
177,344322,2457175.52083,16,1.00139008,231,344318,2457175.51319,16,2.00278016,232
178,350684,2457218.55262,16,1.00139008,232,350678,2457218.54498,16,2.00278016,232
179,350670,2457221.52575,16,1.00139008,232,350664,2457221.51811,16,2.00278016,232
180,346940,2457192.69564,16,1.00139008,244,346936,2457192.688,16,2.00278016,244
181,351634,2457225.39774,16,2.00278016,232,351628,2457225.3901,16,2.00278016,232
182,344340,2457178.48958,16,1.00139008,230,344334,2457178.48194,16,2.00278016,232
183,349270,2457213.4622,16,1.00139008,232,349266,2457213.45456,16,2.00278016,232
184,346942,2457192.69564,16,2.00278016,243,346936,2457192.688,16,2.00278016,244
185,349272,2457213.4622,16,2.00278016,232,349266,2457213.45456,16,2.00278016,232
186,344338,2457178.48958,16,1.00139008,231,344334,2457178.48194,16,2.00278016,232
187,346002,2457185.66985,16,2.00278016,244,345998,2457185.66221,16,2.00278016,244
188,346416,2457190.5,16,2.00278016,243,346410,2457190.49236,16,2.00278016,244
189,350682,2457218.55262,16,1.00139008,232,350678,2457218.54498,16,2.00278016,232
190,345592,2457182.53965,16,1.00139008,232,345588,2457182.53201,16,2.00278016,232
191,344324,2457175.52083,16,1.00139008,231,344318,2457175.51319,16,2.00278016,232
192,345594,2457182.53965,16,1.00139008,231,345588,2457182.53201,16,2.00278016,232
193,350668,2457221.52575,16,1.00139008,232,350664,2457221.51811,16,2.00278016,232
194,351632,2457225.39774,16,1.00139008,232,351628,2457225.3901,16,2.00278016,232
195,516356,2457534.83333,16,1.00139008,231,516352,2457534.82569,16,1.00139008,231
196,516358,2457534.83333,16,1.00139008,231,516352,2457534.82569,16,1.00139008,231
197,470138,2457529.79167,16,1.00139008,231,470134,2457529.78403,16,1.00139008,230
198,470154,2457528.84028,16,1.00139008,226,470148,2457528.83264,16,1.00139008,231
199,470140,2457529.79167,16,1.00139008,231,470134,2457529.78403,16,1.00139008,230
200,441492,2457471.40148,16,1.00139008,231,441496,2457471.73551,16,1.00139008,231
201,441692,2457483.83333,16,1.00139008,231,441688,2457483.82569,16,1.00139008,231
202,441680,2457486.92403,16,1.00139008,231,441674,2457486.91639,16,1.00139008,231
203,455588,2457506.35266,16,1.00139008,210,441674,2457486.91639,16,1.00139008,231
204,434248,2457455.76919,16,1.00139008,231,434242,2457455.76155,16,1.00139008,231
205,441490,2457471.40148,16,1.00139008,231,441496,2457471.73551,16,1.00139008,231
206,439424,2457459.00568,16,1.00139008,231,439418,2457458.99804,16,1.00139008,231
207,439422,2457459.00568,16,1.00139008,231,439418,2457458.99804,16,1.00139008,231
208,441678,2457486.92403,16,1.00139008,231,441674,2457486.91639,16,1.00139008,231
209,470152,2457528.84028,16,1.00139008,226,470148,2457528.83264,16,1.00139008,231
210,441694,2457483.83333,16,1.00139008,231,441688,2457483.82569,16,1.00139008,231
211,470104,2457527.82847,16,1.00139008,231,470148,2457528.83264,16,1.00139008,231
FFF,544905,2457638.29167,16,1.00139008,419,544901,2457638.28403,16,1.00139008,230
213,544573,2457633.85868,16,1.00139008,231,544571,2457634.19271,16,1.00139008,231
214,547141,2457647.82824,16,1.00139008,231,547147,2457648.16227,16,1.00139008,231
215,547127,2457651.8573,16,1.00139008,231,547131,2457652.19133,16,1.00139008,231
216,542099,2457626.83881,16,1.00139008,229,542105,2457627.17292,16,1.00139008,229
217,544365,2457632.97837,16,1.00139008,231,544369,2457633.3124,16,1.00139008,231
218,544965,2457638.80866,16,1.00139008,417,544969,2457639.14269,16,1.00139008,228
219,544363,2457632.97837,16,1.00139008,231,544369,2457633.3124,16,1.00139008,231
220,544575,2457633.85868,16,1.00139008,231,544571,2457634.19271,16,1.00139008,231
221,547143,2457647.82824,16,1.00139008,231,547147,2457648.16227,16,1.00139008,231
222,531913,2457618.91293,16,1.00139008,231,531917,2457619.24696,16,1.00139008,231
223,531753,2457617.30896,16,1.00139008,231,531747,2457617.30063,16,1.00139008,231
224,530037,2457612.92492,16,1.00139008,231,530041,2457613.25895,16,1.00139008,231
225,544907,2457638.29167,16,1.00139008,460,544901,2457638.28403,16,1.00139008,230
226,530035,2457612.92492,16,1.00139008,231,530041,2457613.25895,16,1.00139008,231
227,542101,2457626.83881,16,1.00139008,229,542105,2457627.17292,16,1.00139008,229
228,546381,2457646.79529,16,1.00139008,231,546387,2457647.12932,16,1.00139008,231
229,547125,2457651.8573,16,1.00139008,231,547131,2457652.19133,16,1.00139008,231
230,546383,2457646.79529,16,1.00139008,231,546387,2457647.12932,16,1.00139008,231
231,531751,2457617.30896,16,1.00139008,226,531747,2457617.30063,16,1.00139008,231
232,544963,2457638.80866,16,1.00139008,459,544969,2457639.14269,16,1.00139008,228
233,532299,2457623.66667,16,1.00139008,443,542105,2457627.17292,16,1.00139008,229
234,532301,2457623.66667,16,1.00139008,384,542105,2457627.17292,16,1.00139008,229
235,531911,2457618.91293,16,1.00139008,231,531917,2457619.24696,16,1.00139008,231
236,414813,2457367.16014,16,1.00139008,232,414807,2457367.12272,16,1.00139008,232
237,426445,2457402.0,16,1.00139008,230,426441,2457401.99236,16,1.00139008,232
238,413284,2457351.16944,16,1.00139008,232,413278,2457351.16181,16,1.00139008,232
239,423935,2457373.93389,16,1.00139008,232,423931,2457373.92625,16,1.00139008,232
240,413358,2457352.71084,16,1.00139008,232,413364,2457353.04487,16,1.00139008,232
241,414811,2457367.16014,16,1.00139008,232,414807,2457367.12272,16,1.00139008,232
242,423921,2457374.74743,16,1.00139008,232,423931,2457373.92625,16,1.00139008,232
243,426447,2457402.0,16,1.00139008,232,426441,2457401.99236,16,1.00139008,232
244,426429,2457401.79167,16,1.00139008,232,426441,2457401.99236,16,1.00139008,232
245,427240,2457409.99105,16,1.00139008,232,426441,2457401.99236,16,1.00139008,232
246,423923,2457374.74743,16,1.00139008,232,423931,2457373.92625,16,1.00139008,232
247,414827,2457366.78869,16,1.00139008,232,414807,2457367.12272,16,1.00139008,232
248,433022,2457451.01639,16,1.00139008,231,432812,2457449.05807,16,1.00139008,231
249,424613,2457380.75097,16,1.00139008,232,423931,2457373.92625,16,1.00139008,232
250,427238,2457409.99105,16,1.00139008,232,426441,2457401.99236,16,1.00139008,232
251,434246,2457455.76919,16,1.00139008,231,434242,2457455.76155,16,1.00139008,231
252,414825,2457366.78869,16,1.00139008,232,414807,2457367.12272,16,1.00139008,232
253,413360,2457352.71084,16,1.00139008,232,413364,2457353.04487,16,1.00139008,232
254,423937,2457373.93389,16,1.00139008,232,423931,2457373.92625,16,1.00139008,232
255,413282,2457351.16944,16,1.00139008,232,413278,2457351.16181,16,1.00139008,232
256,411962,2457343.73981,16,1.00139008,232,411958,2457343.73218,16,1.00139008,232
257,433024,2457451.01639,16,1.00139008,231,432812,2457449.05807,16,1.00139008,231
258,411964,2457343.73981,16,1.00139008,232,411958,2457343.73218,16,1.00139008,232
259,526633,2457585.94832,16,1.00139008,231,526639,2457586.28235,16,1.00139008,231
260,521960,2457561.01449,16,1.00139008,231,521966,2457561.34852,16,1.00139008,231
261,529863,2457609.9615,16,1.00139008,231,529869,2457610.29553,16,1.00139008,231
